,Cry_Reason,Amplitude_Envelope_Mean,RMS_Mean,ZCR_Mean,STFT_Mean,SC_Mean,SBAN_Mean,SCON_Mean,MFCCs13,delMFCCs13,del2MFCCs13,LPC,MelSpec
0,0,0.0282021146267653,0.0110496766865253,0.0989900115352349,0.102388836443424,0.0462607033550739,519.101120643746,651.281309147749,-48.2712287902832,0.0821877494454384,-0.00301009952090681,-71560.4609375,-52.5820083618164
1,0,0.0210708901286125,0.00695072719827294,0.115383122930464,0.0503693334758282,0.0462607033550739,575.45754922122,651.281309147749,-49.8612365722656,0.101375229656696,0.0189097803086042,3256203685658624,-55.1225814819336
2,0,0.0299672242254019,0.0109043652191758,0.116662680697279,0.100042141973972,0.0462607033550739,699.626648866231,651.281309147749,-49.5417060852051,0.0236053299158812,0.0205936916172504,-12320.5126953125,-50.7367973327637
3,0,0.0271632503718138,0.0105199394747615,0.0850805825745033,0.14076592028141,0.0462607033550739,668.895951498565,651.281309147749,-44.2759971618652,-0.016075361520052,0.0309414230287075,-2608116992,-47.1557312011719
4,0,0.016662759706378,0.00657664053142071,0.0671079521937086,0.0576287843286991,0.0462607033550739,700.682410333876,651.281309147749,-51.3252639770508,0.0211121402680874,0.0124145951122046,-4983.89990234375,-54.0073280334473
5,0,0.00297043914906681,0.00126358936540783,0.0997872257864238,0.00193030177615583,0.0462607033550739,609.53050172273,651.281309147749,-58.8104782104492,0.0272042397409677,0.0196612942963839,1317586.5,-64.7685012817383
6,0,0.0142786679789424,0.00456523196771741,0.0788396367963576,0.0520255044102669,0.0462607033550739,517.429495123349,651.281309147749,-51.3843727111816,0.0182102732360363,0.0164402071386576,-1705864.5,-55.8381156921387
7,0,0.0328421480953693,0.0128707690164447,0.0768912760416667,0.471601188182831,0.0462607033550739,426.836273059262,651.281309147749,-41.6194725036621,0.0704225674271584,0.0054017654620111,52811.71875,-49.5397834777832
8,0,0.0362809374928474,0.0127510139718652,0.151406912076271,0.121442973613739,0.0462607033550739,618.998865790243,651.281309147749,-48.4449920654297,-0.0412399508059025,0.0037766199093312,-81.7347946166992,-49.2966461181641
9,0,0.162454694509506,0.0570717491209507,0.183001191737288,2.03186893463135,0.0462607033550739,661.324315305928,651.281309147749,-37.9361190795898,0.0236485786736011,-0.00833829864859581,-312502.53125,-37.3028793334961
10,0,0.0312174297869206,0.00905725825577974,0.0728379811672185,0.128811106085777,0.0462607033550739,502.420473742699,651.281309147749,-48.7764358520508,-0.0310737732797861,0.0119706215336919,-275888472064,-53.6221427917481
11,0,0.017407763749361,0.00861268863081932,0.0824742601407285,0.228566378355026,0.0462607033550739,466.54975290421,651.281309147749,-43.9640617370606,0.000615934666711837,0.00602766871452332,1256747.75,-48.5558090209961
12,0,0.0183392316102982,0.00584414508193731,0.133455996481788,0.0540709011256695,0.0462607033550739,581.628091121869,651.281309147749,-52.2409172058106,-0.000495689106173813,0.00489371456205845,232826306560,-55.834587097168
13,0,0.0882488787174225,0.0393578596413136,0.0854589197019867,1.16151106357575,0.0462607033550739,592.270705034464,651.281309147749,-37.1376304626465,0.0200418643653393,0.0200177785009146,111.318618774414,-40.0827331542969
14,0,0.0134422648698092,0.00553406588733196,0.0770659575591216,0.0347340255975723,0.0462607033550739,385.521150403624,651.281309147749,-55.1807022094727,0.0440533682703972,0.0157383345067501,-27.7641620635986,-59.460132598877
15,0,0.0135623412206769,0.00579532189294696,0.0860894815811258,0.0463859140872955,0.0462607033550739,584.565967903355,651.281309147749,-50.4663963317871,-0.0583141967654228,-0.00649200053885579,1602259.625,-52.8828849792481
16,1,0.00745423417538404,0.00187652232125402,0.127195648799669,0.0114000923931599,0.0462607033550739,722.674812115722,651.281309147749,-50.5727386474609,0.01805729418993,0.00780807435512543,-65287.58203125,-60.401123046875
17,1,0.116792865097523,0.0401968993246555,0.0864193139486755,2.11843991279602,0.0462607033550739,607.651210563528,651.281309147749,-37.2836685180664,-3.11219446302857E-05,2.83012450381648E-05,2293022.75,-41.7460975646973
18,1,0.164591833949089,0.0688071474432945,0.105452581746689,6.56907987594605,0.0462607033550739,556.313155111195,651.281309147749,-34.2177238464355,-0.0574776716530323,0.00766718201339245,-236.790069580078,-36.9399642944336
